id_expedition;id_commande;id_produit;quantité;entrepôt;date_expedition;date_livraison;transporteur;coût_transport;délai_livraison
SHP004617;O005442;P00759;8;Paris;2024-12-07;2024-12-12;UPS;14.66;5
SHP004618;O005443;P00811;10;Paris;2024-02-19;2024-02-21;DHL;17.0;2
SHP004619;O005444;P00906;2;Lyon;2024-02-09;2024-02-13;FedEx;15.02;4
SHP004620;O005445;P00629;10;Paris;2024-05-01;2024-05-08;Chronopost;12.87;7
SHP004621;O005446;P00256;10;Marseille;2024-12-26;2024-12-31;UPS;15.0;5
SHP004622;O005447;P00732;8;Marseille;2024-05-16;2024-05-23;Chronopost;12.12;7
SHP004623;O005448;P00143;1;Lyon;2024-11-14;2024-11-18;UPS;10.03;4
SHP004624;O005449;P00909;5;Paris;2024-03-16;2024-03-20;FedEx;18.9;4
SHP004625;O005451;P00510;15;Paris;2024-08-04;2024-08-09;UPS;15.62;5
SHP004626;O005452;P00551;5;Lyon;2024-12-27;2025-01-02;Chronopost;11.46;6
SHP004627;O005454;P00341;2;Paris;2024-01-27;2024-01-31;FedEx;15.32;4
SHP004628;O005455;P00765;3;Lyon;2024-11-06;2024-11-09;FedEx;17.01;3
SHP004629;O005456;P00707;5;Paris;2024-05-20;2024-05-24;UPS;13.52;4
SHP004630;O005457;P00831;3;Lyon;2024-01-26;2024-01-28;DHL;14.08;2
SHP004631;O005458;P00532;1;Lyon;2024-11-29;2024-12-05;UPS;9.84;6
SHP004632;O005459;P00250;2;Marseille;2024-08-15;2024-08-19;FedEx;15.12;4
SHP004633;O005460;P00490;8;Marseille;2024-09-21;2024-09-27;UPS;14.62;6
SHP004634;O005461;P00952;10;Marseille;2024-12-07;2024-12-10;FedEx;20.61;3
SHP004635;O005462;P00943;1;Lyon;2024-10-04;2024-10-10;UPS;9.96;6
SHP004636;O005463;P00370;15;Paris;2024-08-29;2024-09-02;FedEx;21.52;4
SHP004637;O005464;P00893;2;Lyon;2024-12-13;2024-12-17;FedEx;15.29;4
SHP004638;O005465;P00710;5;Marseille;2024-02-23;2024-02-26;FedEx;18.62;3
SHP004639;O005466;P00400;8;Lyon;2024-02-10;2024-02-13;FedEx;19.52;3
SHP004640;O005467;P00839;8;Paris;2024-05-23;2024-05-30;Chronopost;12.5;7
SHP004641;O005468;P00281;15;Lyon;2025-01-03;2025-01-07;FedEx;21.46;4
SHP004642;O005469;P00683;2;Lyon;2024-08-17;2024-08-20;FedEx;15.13;3
SHP004643;O005470;P00032;10;Lyon;2024-12-09;2024-12-13;UPS;15.01;4
SHP004644;O005471;P00921;1;Paris;2024-12-14;2024-12-18;FedEx;13.32;4
SHP004645;O005473;P00843;5;Marseille;2024-03-12;2024-03-16;FedEx;19.05;4
SHP004646;O005476;P00393;8;Paris;2024-12-21;2024-12-25;FedEx;19.42;4
SHP004647;O005477;P00780;5;Marseille;2024-11-13;2024-11-18;UPS;13.74;5
SHP004648;O005479;P00250;2;Marseille;2024-08-22;2024-08-28;Chronopost;8.02;6
SHP004649;O005480;P00952;10;Paris;2024-03-11;2024-03-15;FedEx;20.73;4
SHP004650;O005481;P00603;1;Lyon;2024-12-06;2024-12-09;FedEx;13.69;3
SHP004651;O005482;P00938;1;Lyon;2025-01-02;2025-01-06;FedEx;12.54;4
SHP004652;O005483;P00852;5;Lyon;2024-12-16;2024-12-19;FedEx;19.17;3
SHP004653;O005484;P00466;3;Paris;2024-03-12;2024-03-16;FedEx;16.75;4
SHP004654;O005485;P00759;10;Lyon;2024-12-21;2024-12-25;FedEx;20.49;4
SHP004655;O005486;P00106;2;Lyon;2024-03-03;2024-03-09;UPS;11.68;6
SHP004656;O005487;P00418;1;Paris;2024-11-14;2024-11-17;FedEx;13.68;3
SHP004657;O005489;P00789;10;Marseille;2024-03-14;2024-03-16;DHL;16.69;2
SHP004658;O005490;P00764;3;Lyon;2024-12-06;2024-12-08;DHL;14.39;2
SHP004659;O005491;P00466;1;Lyon;2025-01-04;2025-01-08;FedEx;13.89;4
SHP004660;O005493;P00099;8;Lyon;2024-12-19;2024-12-21;DHL;15.76;2
SHP004661;O005494;P00184;3;Marseille;2024-03-15;2024-03-19;FedEx;17.11;4
SHP004662;O005495;P00229;5;Lyon;2024-03-13;2024-03-20;Chronopost;10.83;7
SHP004663;O005496;P00836;3;Lyon;2024-11-24;2024-12-01;Chronopost;9.69;7
SHP004664;O005497;P00603;10;Lyon;2024-12-25;2024-12-29;UPS;14.8;4
SHP004665;O005499;P00118;10;Marseille;2024-05-01;2024-05-04;FedEx;20.3;3
SHP004666;O005500;P00658;5;Paris;2024-11-26;2024-11-28;DHL;15.68;2
SHP004667;O005501;P00032;1;Lyon;2024-10-15;2024-10-17;DHL;10.84;2
SHP004668;O005502;P00220;10;Marseille;2024-08-28;2024-08-30;DHL;16.71;2
SHP004669;O005503;P00417;5;Paris;2024-09-27;2024-10-01;FedEx;18.71;4
SHP004670;O005504;P00404;5;Marseille;2024-12-27;2024-12-30;FedEx;18.97;3
SHP004671;O005505;P00202;2;Lyon;2024-10-30;2024-11-05;UPS;11.54;6
SHP004672;O005506;P00633;10;Lyon;2024-05-16;2024-05-19;FedEx;20.79;3
SHP004673;O005507;P00594;8;Lyon;2024-03-26;2024-03-30;FedEx;19.25;4
SHP004674;O005508;P00198;1;Paris;2024-10-31;2024-11-03;FedEx;13.13;3
SHP004675;O005509;P00226;2;Lyon;2024-12-08;2024-12-15;Chronopost;9.26;7
SHP004676;O005510;P00467;10;Lyon;2024-10-28;2024-11-03;UPS;15.2;6
SHP004677;O005512;P00055;1;Lyon;2024-09-29;2024-10-03;UPS;9.33;4
SHP004678;O005513;P00158;15;Paris;2024-04-30;2024-05-04;FedEx;21.61;4
SHP004679;O005514;P00239;5;Marseille;2024-10-27;2024-10-31;FedEx;18.79;4
SHP004680;O005515;P00277;5;Lyon;2024-05-07;2024-05-10;FedEx;18.31;3
SHP004681;O005517;P00193;2;Marseille;2024-12-05;2024-12-09;FedEx;14.71;4
SHP004682;O005518;P00699;1;Lyon;2024-05-12;2024-05-19;Chronopost;7.99;7
SHP004683;O005519;P00105;15;Paris;2024-08-15;2024-08-20;UPS;15.59;5
SHP004684;O005520;P00002;2;Marseille;2024-02-01;2024-02-05;FedEx;14.98;4
SHP004685;O005521;P00226;8;Lyon;2024-02-09;2024-02-14;UPS;14.43;5
SHP004686;O005522;P00240;2;Paris;2024-01-07;2024-01-09;DHL;13.14;2
SHP004687;O005523;P00630;1;Lyon;2024-12-31;2025-01-04;FedEx;13.39;4
SHP004688;O005525;P00116;1;Lyon;2025-01-02;2025-01-04;DHL;10.09;2
SHP004689;O005526;P00044;3;Paris;2024-12-28;2025-01-01;FedEx;17.44;4
SHP004690;O005527;P00037;15;Lyon;2024-05-31;2024-06-02;DHL;17.81;2
SHP004691;O005528;P00662;2;Paris;2024-09-07;2024-09-10;FedEx;15.69;3
SHP004692;O005529;P00170;2;Marseille;2024-09-27;2024-10-03;UPS;11.5;6
SHP004693;O005530;P00032;2;Lyon;2024-02-15;2024-02-19;FedEx;15.44;4
SHP004694;O005531;P00025;3;Lyon;2024-09-15;2024-09-21;UPS;12.64;6
SHP004695;O005532;P00254;2;Paris;2024-05-19;2024-05-23;UPS;12.08;4
SHP004696;O005533;P00140;10;Marseille;2024-12-17;2024-12-19;DHL;17.04;2
SHP004697;O005534;P00971;3;Lyon;2024-11-29;2024-12-05;UPS;12.54;6
SHP004698;O005535;P00873;3;Paris;2024-10-22;2024-10-24;DHL;14.06;2
SHP004699;O005536;P00740;1;Paris;2024-12-16;2024-12-20;FedEx;13.38;4
SHP004700;O005537;P00754;20;Paris;2024-11-08;2024-11-11;FedEx;21.83;3
SHP004701;O005538;P00388;1;Lyon;2024-12-04;2024-12-11;Chronopost;8.0;7
SHP004702;O005539;P00019;1;Marseille;2024-03-07;2024-03-11;FedEx;12.73;4
SHP004703;O005541;P00037;5;Lyon;2024-11-13;2024-11-19;Chronopost;11.31;6
SHP004704;O005542;P00233;3;Marseille;2024-06-20;2024-06-25;UPS;13.17;5
SHP004705;O005543;P00603;2;Lyon;2024-02-13;2024-02-17;FedEx;16.15;4
SHP004706;O005545;P00535;2;Paris;2024-01-20;2024-01-25;UPS;11.96;5
SHP004707;O005546;P00024;8;Lyon;2024-12-27;2025-01-02;Chronopost;12.28;6
SHP004708;O005547;P00906;1;Lyon;2024-01-11;2024-01-14;FedEx;13.96;3
SHP004709;O005548;P00370;10;Paris;2024-01-26;2024-02-01;UPS;14.74;6
SHP004710;O005549;P00895;5;Paris;2024-11-27;2024-12-01;FedEx;18.49;4
SHP004711;O005550;P00873;2;Paris;2024-12-08;2024-12-10;DHL;13.35;2
SHP004712;O005551;P00732;3;Marseille;2024-05-10;2024-05-14;UPS;12.21;4
SHP004713;O005552;P00205;2;Marseille;2024-12-22;2024-12-27;UPS;10.8;5
SHP004714;O005553;P00755;8;Lyon;2024-02-24;2024-02-27;FedEx;19.52;3
SHP004715;O005554;P00348;3;Lyon;2024-12-01;2024-12-03;DHL;14.1;2
SHP004716;O005555;P00905;2;Lyon;2024-12-20;2024-12-23;FedEx;15.21;3
SHP004717;O005556;P00515;3;Paris;2024-04-13;2024-04-15;DHL;14.77;2
SHP004718;O005557;P00610;20;Lyon;2024-09-12;2024-09-15;FedEx;21.96;3
SHP004719;O005558;P00226;2;Paris;2024-10-05;2024-10-09;UPS;12.05;4
SHP004720;O005559;P00080;12;Lyon;2024-07-26;2024-07-30;FedEx;21.21;4
SHP004721;O005560;P00413;2;Paris;2024-12-17;2024-12-23;UPS;11.42;6
SHP004722;O005561;P00017;1;Marseille;2024-05-23;2024-05-25;DHL;10.44;2
SHP004723;O005562;P00963;1;Paris;2024-04-18;2024-04-25;Chronopost;7.63;7
SHP004724;O005563;P00421;2;Paris;2024-02-23;2024-02-27;UPS;11.93;4
SHP004725;O005567;P00547;1;Paris;2024-11-20;2024-11-26;UPS;10.54;6
SHP004726;O005568;P00876;1;Lyon;2024-02-22;2024-02-28;UPS;9.0;6
SHP004727;O005569;P00979;12;Lyon;2024-09-30;2024-10-06;UPS;15.41;6
SHP004728;O005570;P00954;10;Lyon;2024-11-13;2024-11-19;UPS;14.91;6
SHP004729;O005571;P00895;8;Paris;2024-02-20;2024-02-24;UPS;14.2;4
SHP004730;O005572;P00254;1;Lyon;2024-09-17;2024-09-21;FedEx;13.68;4
SHP004731;O005574;P00252;1;Marseille;2024-11-30;2024-12-05;UPS;9.84;5
SHP004732;O005575;P00467;1;Marseille;2024-01-20;2024-01-23;FedEx;12.68;3
SHP004733;O005576;P00943;8;Lyon;2024-01-26;2024-01-30;UPS;14.07;4
SHP004734;O005577;P00654;12;Lyon;2024-12-31;2025-01-04;UPS;15.5;4
SHP004735;O005581;P00684;2;Paris;2024-01-17;2024-01-22;UPS;12.01;5
SHP004736;O005582;P00379;1;Paris;2024-07-23;2024-07-29;UPS;9.83;6
SHP004737;O005583;P00767;3;Marseille;2024-12-15;2024-12-18;FedEx;17.12;3
SHP004738;O005584;P00767;2;Paris;2024-11-04;2024-11-07;FedEx;15.49;3
SHP004739;O005585;P00319;2;Paris;2024-12-31;2025-01-02;DHL;13.0;2
SHP004740;O005586;P00136;5;Paris;2024-04-09;2024-04-16;Chronopost;10.97;7
SHP004741;O005587;P00710;5;Paris;2024-02-22;2024-02-25;FedEx;19.19;3
SHP004742;O005588;P00597;1;Paris;2024-12-17;2024-12-21;FedEx;13.11;4
SHP004743;O005589;P00222;1;Lyon;2024-05-04;2024-05-06;DHL;10.28;2
SHP004744;O005590;P00938;20;Lyon;2024-12-14;2024-12-16;DHL;17.95;2
SHP004745;O005591;P00518;1;Paris;2024-01-09;2024-01-13;FedEx;14.33;4
SHP004746;O005592;P00807;1;Marseille;2024-12-14;2024-12-20;UPS;9.38;6
SHP004747;O005593;P00965;1;Paris;2024-12-10;2024-12-12;DHL;11.52;2
SHP004748;O005594;P00610;1;Marseille;2024-12-05;2024-12-11;UPS;9.27;6
SHP004749;O005595;P00876;2;Paris;2024-12-14;2024-12-17;FedEx;15.92;3
SHP004750;O005596;P00319;8;Lyon;2024-10-02;2024-10-06;FedEx;20.02;4
SHP004751;O005597;P00503;2;Lyon;2024-12-02;2024-12-06;FedEx;15.41;4
SHP004752;O005598;P00449;2;Marseille;2024-04-13;2024-04-17;UPS;12.11;4
SHP004753;O005599;P00414;5;Marseille;2024-12-09;2024-12-12;FedEx;18.76;3
SHP004754;O005600;P00334;3;Marseille;2024-12-31;2025-01-07;Chronopost;10.07;7
SHP004755;O005601;P00981;10;Paris;2024-04-03;2024-04-09;Chronopost;12.89;6
SHP004756;O005602;P00788;10;Paris;2024-11-06;2024-11-10;FedEx;20.66;4
SHP004757;O005603;P00892;1;Marseille;2024-02-04;2024-02-09;UPS;9.07;5
SHP004758;O005604;P00658;8;Marseille;2024-01-24;2024-01-30;UPS;14.45;6
SHP004759;O005605;P00973;3;Marseille;2024-10-02;2024-10-06;UPS;12.23;4
SHP004760;O005606;P00924;20;Lyon;2024-02-20;2024-02-23;FedEx;21.89;3
SHP004761;O005607;P00099;3;Paris;2024-12-27;2024-12-30;FedEx;16.83;3
SHP004762;O005608;P00688;20;Marseille;2024-12-17;2024-12-21;FedEx;21.87;4
SHP004763;O005609;P00029;8;Lyon;2024-11-30;2024-12-02;DHL;16.04;2
SHP004764;O005612;P00404;1;Marseille;2024-12-19;2024-12-21;DHL;11.99;2
SHP004765;O005613;P00368;3;Lyon;2024-12-30;2025-01-01;DHL;14.31;2
SHP004766;O005615;P00732;20;Lyon;2024-11-20;2024-11-24;FedEx;21.92;4
SHP004767;O005617;P00131;10;Paris;2024-04-22;2024-04-27;UPS;15.0;5
SHP004768;O005618;P00396;1;Lyon;2024-09-06;2024-09-09;FedEx;12.97;3
SHP004769;O005619;P00943;5;Paris;2024-10-30;2024-11-03;FedEx;19.06;4
SHP004770;O005621;P00691;2;Paris;2024-03-29;2024-03-31;DHL;12.76;2
SHP004771;O005622;P00243;1;Marseille;2024-01-11;2024-01-14;FedEx;12.07;3
SHP004772;O005623;P00017;2;Lyon;2024-12-24;2024-12-27;FedEx;16.03;3
SHP004773;O005624;P00140;1;Marseille;2024-12-29;2025-01-01;FedEx;14.35;3
SHP004774;O005625;P00431;8;Marseille;2024-10-26;2024-11-01;Chronopost;12.55;6
SHP004775;O005626;P00751;2;Marseille;2024-04-22;2024-04-25;FedEx;15.37;3
SHP004776;O005627;P00035;10;Paris;2024-12-19;2024-12-22;FedEx;20.28;3
SHP004777;O005629;P00253;1;Marseille;2024-03-16;2024-03-20;FedEx;12.01;4
SHP004778;O005630;P00895;2;Paris;2024-12-26;2025-01-01;UPS;11.15;6
SHP004779;O005631;P00551;1;Lyon;2024-12-26;2024-12-31;UPS;10.69;5
SHP004780;O005632;P00417;1;Marseille;2024-01-06;2024-01-10;FedEx;14.34;4
SHP004781;O005633;P00205;1;Marseille;2024-12-28;2024-12-31;FedEx;12.68;3
SHP004782;O005634;P00558;1;Paris;2024-01-21;2024-01-27;Chronopost;7.5;6
SHP004783;O005635;P00877;3;Lyon;2024-02-16;2024-02-22;Chronopost;10.44;6
SHP004784;O005636;P00011;2;Marseille;2024-11-03;2024-11-07;UPS;11.04;4
SHP004785;O005637;P00952;2;Lyon;2024-04-17;2024-04-21;FedEx;16.17;4
SHP004786;O005638;P00695;2;Marseille;2024-03-09;2024-03-12;FedEx;15.77;3
SHP004787;O005639;P00981;10;Lyon;2024-12-21;2024-12-23;DHL;17.01;2
SHP004788;O005640;P00620;12;Marseille;2024-10-12;2024-10-16;UPS;15.34;4
SHP004789;O005641;P00090;3;Paris;2024-10-31;2024-11-02;DHL;13.94;2
SHP004790;O005644;P00039;2;Paris;2025-01-04;2025-01-08;FedEx;15.3;4
SHP004791;O005645;P00093;1;Lyon;2024-05-07;2024-05-11;UPS;9.75;4
SHP004792;O005646;P00143;15;Lyon;2024-07-13;2024-07-17;FedEx;21.53;4
SHP004793;O005648;P00765;1;Lyon;2024-03-25;2024-03-29;FedEx;12.6;4
SHP004794;O005649;P00010;2;Paris;2024-12-02;2024-12-06;FedEx;14.98;4
SHP004795;O005651;P00403;2;Lyon;2024-11-21;2024-11-25;FedEx;14.98;4
SHP004796;O005652;P00462;2;Marseille;2024-09-04;2024-09-06;DHL;12.56;2
SHP004797;O005654;P00371;1;Lyon;2024-09-27;2024-10-01;FedEx;13.64;4
SHP004798;O005655;P00620;8;Lyon;2024-02-22;2024-02-25;FedEx;19.83;3
SHP004799;O005656;P00594;1;Lyon;2024-11-28;2024-11-30;DHL;10.98;2
SHP004800;O005657;P00513;5;Marseille;2024-07-09;2024-07-15;Chronopost;11.08;6
SHP004801;O005658;P00136;1;Paris;2024-06-03;2024-06-10;Chronopost;6.99;7
SHP004802;O005659;P00341;1;Marseille;2024-02-21;2024-02-24;FedEx;12.71;3
SHP004803;O005660;P00754;12;Paris;2024-09-20;2024-09-22;DHL;17.28;2
SHP004804;O005661;P00043;1;Marseille;2024-08-30;2024-09-02;FedEx;13.9;3
SHP004805;O005662;P00568;10;Lyon;2024-12-23;2024-12-27;FedEx;20.21;4
SHP004806;O005663;P00040;3;Lyon;2024-11-13;2024-11-16;FedEx;17.45;3
SHP004807;O005664;P00516;1;Lyon;2024-10-28;2024-11-01;FedEx;12.78;4
SHP004808;O005665;P00018;15;Lyon;2024-11-30;2024-12-04;FedEx;21.55;4
SHP004809;O005666;P00729;1;Paris;2024-12-15;2024-12-19;UPS;10.73;4
SHP004810;O005667;P00764;10;Marseille;2024-05-09;2024-05-13;FedEx;20.6;4
SHP004811;O005669;P00055;1;Marseille;2024-08-25;2024-08-29;FedEx;13.69;4
SHP004812;O005670;P00184;10;Paris;2024-05-19;2024-05-23;UPS;14.98;4
SHP004813;O005671;P00011;1;Lyon;2024-08-16;2024-08-19;FedEx;12.13;3
SHP004814;O005672;P00658;3;Lyon;2024-05-23;2024-05-27;FedEx;17.12;4
SHP004815;O005673;P00733;8;Lyon;2025-01-04;2025-01-08;UPS;14.39;4
SHP004816;O005674;P00764;12;Marseille;2024-03-11;2024-03-15;FedEx;21.35;4
SHP004817;O005675;P00491;12;Paris;2024-02-10;2024-02-14;UPS;15.36;4
SHP004818;O005676;P00258;8;Paris;2024-12-31;2025-01-04;FedEx;20.2;4
SHP004819;O005677;P00106;10;Lyon;2024-01-21;2024-01-25;FedEx;20.88;4
SHP004820;O005678;P00233;1;Lyon;2024-12-28;2025-01-01;FedEx;13.99;4
SHP004821;O005680;P00985;2;Paris;2024-10-03;2024-10-07;FedEx;14.84;4
SHP004822;O005681;P00802;2;Marseille;2024-03-01;2024-03-06;UPS;11.02;5
SHP004823;O005682;P00277;2;Lyon;2024-06-11;2024-06-16;UPS;11.64;5
SHP004824;O005683;P00047;2;Marseille;2024-10-19;2024-10-23;FedEx;15.93;4
SHP004825;O005684;P00895;3;Paris;2024-12-27;2024-12-30;FedEx;17.45;3
SHP004826;O005685;P00653;1;Marseille;2024-04-26;2024-04-29;FedEx;13.6;3
SHP004827;O005686;P00159;5;Marseille;2024-03-05;2024-03-11;UPS;13.84;6
SHP004828;O005687;P00503;1;Marseille;2024-02-04;2024-02-08;FedEx;13.68;4
SHP004829;O005688;P00687;2;Marseille;2024-09-16;2024-09-18;DHL;12.48;2
SHP004830;O005689;P00035;3;Marseille;2024-12-15;2024-12-17;DHL;14.03;2
SHP004831;O005690;P00449;8;Lyon;2024-01-26;2024-02-02;Chronopost;12.37;7
SHP004832;O005691;P00205;8;Paris;2024-12-22;2024-12-24;DHL;15.92;2
SHP004833;O005693;P00952;5;Lyon;2024-09-17;2024-09-21;FedEx;18.46;4
SHP004834;O005694;P00767;1;Marseille;2024-03-07;2024-03-14;Chronopost;7.25;7
SHP004835;O005695;P00449;3;Paris;2024-10-24;2024-10-29;UPS;12.83;5
SHP004836;O005696;P00706;1;Paris;2024-11-23;2024-11-29;Chronopost;6.7;6
SHP004837;O005697;P00326;2;Lyon;2024-03-30;2024-04-03;FedEx;15.77;4
SHP004838;O005698;P00108;2;Lyon;2024-11-15;2024-11-18;FedEx;16.14;3
SHP004839;O005699;P00768;1;Paris;2024-09-25;2024-09-28;FedEx;12.4;3
SHP004840;O005700;P00026;2;Marseille;2024-12-29;2025-01-03;UPS;10.92;5
SHP004841;O005701;P00287;15;Lyon;2024-10-20;2024-10-24;UPS;15.69;4
SHP004842;O005702;P00220;15;Lyon;2024-10-08;2024-10-11;FedEx;21.54;3
SHP004843;O005704;P00059;2;Marseille;2024-12-08;2024-12-12;FedEx;15.52;4
SHP004844;O005705;P00105;1;Marseille;2024-10-10;2024-10-14;FedEx;12.43;4
SHP004845;O005706;P00738;1;Marseille;2024-02-07;2024-02-13;Chronopost;7.43;6
SHP004846;O005707;P00396;2;Marseille;2024-12-04;2024-12-06;DHL;13.14;2
SHP004847;O005708;P00604;15;Marseille;2024-04-03;2024-04-05;DHL;17.58;2
SHP004848;O005709;P00754;1;Paris;2024-09-12;2024-09-16;FedEx;13.41;4
SHP004849;O005711;P00305;8;Lyon;2024-12-23;2024-12-27;FedEx;19.64;4
SHP004850;O005712;P00873;1;Marseille;2024-05-01;2024-05-05;FedEx;13.09;4
SHP004851;O005713;P00046;20;Paris;2024-11-30;2024-12-03;FedEx;21.81;3
SHP004852;O005714;P00371;2;Lyon;2024-12-07;2024-12-09;DHL;13.05;2
SHP004853;O005715;P00011;8;Paris;2024-12-08;2024-12-12;UPS;14.43;4
SHP004854;O005716;P00613;2;Marseille;2024-03-10;2024-03-13;FedEx;15.43;3
SHP004855;O005718;P00890;5;Lyon;2024-12-07;2024-12-12;UPS;13.39;5
SHP004856;O005720;P00843;1;Marseille;2024-10-08;2024-10-11;FedEx;13.92;3
SHP004857;O005721;P00809;1;Paris;2024-10-13;2024-10-19;UPS;10.02;6
SHP004858;O005722;P00603;12;Lyon;2024-02-02;2024-02-05;FedEx;21.38;3
SHP004859;O005724;P00249;12;Paris;2024-01-30;2024-02-03;FedEx;21.18;4
SHP004860;O005725;P00115;10;Lyon;2024-11-14;2024-11-16;DHL;17.1;2
SHP004861;O005726;P00615;5;Marseille;2024-11-07;2024-11-09;DHL;15.0;2
SHP004862;O005727;P00852;8;Lyon;2024-08-23;2024-08-26;FedEx;20.08;3
SHP004863;O005728;P00518;1;Marseille;2024-12-25;2024-12-28;FedEx;12.69;3
SHP004864;O005729;P00610;2;Marseille;2024-10-21;2024-10-25;FedEx;15.35;4
SHP004865;O005730;P00831;2;Marseille;2024-01-21;2024-01-23;DHL;12.51;2
SHP004866;O005731;P00843;5;Paris;2024-09-07;2024-09-11;FedEx;18.36;4
SHP004867;O005733;P00370;2;Paris;2024-11-14;2024-11-16;DHL;12.85;2
SHP004868;O005734;P00159;1;Marseille;2024-11-14;2024-11-20;UPS;10.04;6
SHP004869;O005735;P00467;3;Marseille;2024-09-23;2024-09-29;UPS;13.18;6
SHP004870;O005736;P00355;8;Lyon;2024-12-16;2024-12-22;UPS;14.7;6
SHP004871;O005737;P00957;2;Paris;2024-08-25;2024-08-31;Chronopost;9.06;6
SHP004872;O005738;P00048;1;Marseille;2024-12-26;2025-01-02;Chronopost;7.06;7
SHP004873;O005739;P00921;1;Lyon;2024-12-30;2025-01-04;UPS;10.38;5
SHP004874;O005740;P00631;1;Paris;2024-03-09;2024-03-13;FedEx;14.37;4
SHP004875;O005741;P00906;2;Marseille;2024-12-21;2024-12-23;DHL;12.4;2
SHP004876;O005742;P00509;5;Paris;2024-11-12;2024-11-16;FedEx;18.43;4
SHP004877;O005743;P00943;5;Lyon;2024-08-17;2024-08-22;UPS;13.21;5
SHP004878;O005744;P00319;5;Marseille;2024-12-28;2024-12-30;DHL;15.57;2
SHP004879;O005745;P00205;2;Lyon;2024-11-21;2024-11-24;FedEx;15.63;3
SHP004880;O005746;P00135;10;Lyon;2024-10-10;2024-10-13;FedEx;20.24;3
SHP004881;O005747;P00729;1;Marseille;2024-02-27;2024-02-29;DHL;11.63;2
SHP004882;O005748;P00414;3;Lyon;2024-12-25;2024-12-29;FedEx;16.69;4
SHP004883;O005749;P00691;8;Marseille;2024-02-29;2024-03-04;UPS;14.61;4
SHP004884;O005750;P00716;1;Lyon;2024-02-01;2024-02-05;FedEx;13.8;4
SHP004885;O005751;P00373;1;Lyon;2024-10-01;2024-10-04;FedEx;13.1;3
SHP004886;O005752;P00240;10;Lyon;2024-01-14;2024-01-20;Chronopost;13.07;6
SHP004887;O005753;P00305;2;Lyon;2024-08-06;2024-08-08;DHL;12.74;2
SHP004888;O005754;P00981;5;Marseille;2024-08-25;2024-08-28;FedEx;18.84;3
SHP004889;O005755;P00907;1;Marseille;2024-04-02;2024-04-06;FedEx;12.25;4
SHP004890;O005756;P00865;5;Marseille;2024-10-18;2024-10-20;DHL;15.52;2
SHP004891;O005757;P00170;2;Lyon;2024-12-23;2024-12-29;Chronopost;8.53;6
SHP004892;O005758;P00233;1;Lyon;2024-10-16;2024-10-20;FedEx;12.56;4
SHP004893;O005759;P00413;5;Paris;2024-12-25;2024-12-28;FedEx;18.1;3
SHP004894;O005760;P00721;1;Paris;2024-10-12;2024-10-15;FedEx;14.41;3
SHP004895;O005761;P00468;2;Paris;2024-10-16;2024-10-18;DHL;13.09;2
SHP004896;O005762;P00890;1;Paris;2024-04-02;2024-04-04;DHL;10.64;2
SHP004897;O005763;P00037;1;Marseille;2024-09-16;2024-09-22;UPS;10.03;6
SHP004898;O005764;P00149;2;Lyon;2024-11-05;2024-11-09;UPS;11.09;4
SHP004899;O005765;P00729;1;Paris;2025-01-02;2025-01-08;Chronopost;6.72;6
SHP004900;O005766;P00990;12;Marseille;2024-10-27;2024-10-31;UPS;15.38;4
SHP004901;O005769;P00794;1;Paris;2024-08-14;2024-08-17;FedEx;12.06;3
SHP004902;O005770;P00205;3;Lyon;2024-09-27;2024-09-29;DHL;13.87;2
SHP004903;O005771;P00893;1;Paris;2024-11-01;2024-11-05;UPS;9.86;4
SHP004904;O005772;P00379;2;Lyon;2024-02-09;2024-02-13;UPS;11.15;4
SHP004905;O005773;P00362;12;Paris;2024-12-14;2024-12-18;FedEx;21.26;4
SHP004906;O005774;P00986;1;Lyon;2024-11-06;2024-11-08;DHL;11.29;2
SHP004907;O005775;P00615;15;Paris;2024-12-19;2024-12-23;UPS;15.76;4
SHP004908;O005776;P00202;1;Paris;2024-08-23;2024-08-27;FedEx;14.06;4
SHP004909;O005777;P00781;8;Lyon;2024-12-07;2024-12-10;FedEx;19.42;3
SHP004910;O005778;P00968;3;Paris;2024-12-11;2024-12-15;FedEx;17.47;4
SHP004911;O005779;P00516;10;Marseille;2024-11-22;2024-11-25;FedEx;20.84;3
SHP004912;O005780;P00214;3;Lyon;2024-12-13;2024-12-19;UPS;12.88;6
SHP004913;O005781;P00953;3;Paris;2024-01-26;2024-02-02;Chronopost;10.28;7
SHP004914;O005783;P00158;1;Marseille;2024-12-15;2024-12-18;FedEx;13.95;3
SHP004915;O005784;P00244;1;Marseille;2024-12-05;2024-12-08;FedEx;13.66;3
SHP004916;O005785;P00881;12;Marseille;2024-12-31;2025-01-03;FedEx;21.16;3
SHP004917;O005786;P00072;2;Marseille;2024-12-30;2025-01-03;FedEx;15.28;4
SHP004918;O005787;P00396;2;Marseille;2024-12-11;2024-12-14;FedEx;15.72;3
SHP004919;O005788;P00738;8;Marseille;2024-10-24;2024-10-27;FedEx;19.6;3
SHP004920;O005789;P00277;2;Paris;2024-04-02;2024-04-07;UPS;11.37;5
SHP004921;O005790;P00474;15;Marseille;2024-06-09;2024-06-13;FedEx;21.52;4
SHP004922;O005791;P00791;8;Lyon;2024-11-14;2024-11-18;FedEx;19.38;4
SHP004923;O005793;P00784;3;Marseille;2024-08-29;2024-09-01;FedEx;17.97;3
