id_achat;date_achat;id_produit;quantité;id_fournisseur;prix_unitaire;délai_livraison_jours
PO001516;03/03/2024;P00957;150;S028;92.11;9
PO001517;12/07/2024;P00412;10;S048;54.27;11
PO001518;28/06/2024;P00504;75;S033;160.84;8
PO001519;31/08/2024;P00053;50;S029;288.7;2
PO001520;22/11/2024;P00279;300;S029;231.96;11
PO001521;28/10/2024;P00065;100;S008;54.14;11
PO001522;12/09/2024;P00622;75;S029;192.45;3
PO001523;27/07/2024;P00704;100;S010;193.67;4
PO001524;15/07/2024;P00060;75;S029;16.93;4
PO001525;12/02/2024;P00504;25;S029;274.3;3
PO001526;07/01/2024;P00535;100;S021;126.49;14
PO001527;06/08/2024;P00488;75;S020;84.84;11
PO001528;19/08/2024;P00593;100;S029;105.28;10
PO001529;27/09/2024;P00193;10;S012;170.2;2
PO001530;16/03/2024;P00363;25;S029;75.36;8
PO001531;18/01/2024;P00723;75;S046;25.54;13
PO001532;20/01/2024;P00921;75;S028;167.51;12
PO001533;25/05/2024;P00704;25;S008;245.51;6
PO001534;01/06/2024;P00309;25;S008;37.29;10
PO001535;02/06/2024;P00835;100;S012;46.27;14
PO001536;20/11/2024;P00065;10;S008;111.71;8
PO001537;16/09/2024;P00282;50;S012;276.61;2
PO001538;09/06/2024;P00817;75;S010;121.59;2
PO001539;05/10/2024;P00574;50;S044;110.28;4
PO001540;05/11/2024;P00107;150;S008;162.52;4
PO001541;26/03/2024;P00026;10;S028;178.11;13
PO001542;27/11/2024;P00614;200;S008;172.6;6
PO001543;22/06/2024;P00262;100;S008;72.44;11
PO001544;08/01/2024;P00406;50;S029;108.89;5
PO001545;01/09/2024;P00187;300;S021;217.88;10
PO001546;16/09/2024;P00225;100;S048;68.27;6
PO001547;02/12/2024;P00123;300;S008;176.99;7
PO001548;15/06/2024;P00502;75;S048;281.09;8
PO001549;13/05/2024;P00170;75;S010;104.43;11
PO001550;30/05/2024;P00648;75;S042;220.18;9
PO001551;07/03/2024;P00752;10;S008;60.53;12
PO001552;29/09/2024;P00596;200;S008;169.08;12
PO001553;07/12/2024;P00550;100;S028;109.52;10
PO001554;08/01/2024;P00661;100;S008;276.98;13
PO001555;13/09/2024;P00142;300;S029;34.91;12
PO001556;15/04/2024;P00655;500;S008;226.49;10
PO001557;31/05/2024;P00836;25;S008;199.48;6
PO001558;04/10/2024;P00858;100;S020;140.0;8
PO001559;16/03/2024;P00131;75;S029;41.39;10
PO001560;05/11/2024;P00548;75;S008;141.6;5
PO001561;05/09/2024;P00067;500;S029;207.25;9
PO001562;05/08/2024;P00933;200;S008;57.33;6
PO001563;23/05/2024;P00178;100;S028;254.74;9
PO001564;18/07/2024;P00104;50;S044;273.19;7
PO001565;09/08/2024;P00544;100;S028;289.82;14
PO001566;28/09/2024;P00825;75;S002;287.87;6
PO001567;18/11/2024;P00675;25;S008;49.1;9
PO001568;16/05/2024;P00008;75;S008;13.82;8
PO001569;24/04/2024;P00730;25;S028;180.57;9
PO001570;02/10/2024;P00198;75;S041;222.72;6
PO001571;16/11/2024;P00585;100;S008;272.54;5
PO001572;13/11/2024;P00916;10;S008;241.68;10
PO001573;29/03/2024;P00857;150;S028;179.18;4
PO001574;16/12/2024;P00463;10;S028;279.28;12
PO001575;16/06/2024;P00238;75;S008;211.46;14
PO001576;20/01/2024;P00585;75;S002;83.28;11
PO001577;06/04/2024;P00157;150;S008;218.36;2
PO001578;31/07/2024;P00449;150;S029;292.8;6
PO001579;28/06/2024;P00870;50;S007;230.66;11
PO001580;23/04/2024;P00610;10;S048;190.32;7
PO001581;18/06/2024;P00715;100;S029;224.42;7
PO001582;13/10/2024;P00102;75;S029;159.18;14
PO001583;11/06/2024;P00580;50;S008;283.27;3
PO001584;25/09/2024;P00005;25;S008;246.81;3
PO001585;07/10/2024;P00603;25;S024;146.57;3
PO001586;20/12/2024;P00668;50;S008;244.04;13
PO001587;28/01/2024;P00867;75;S028;271.25;6
PO001588;05/05/2024;P00696;75;S008;167.46;13
PO001589;19/01/2024;P00351;75;S008;133.97;11
PO001590;22/10/2024;P00867;50;S029;163.46;10
PO001591;08/09/2024;P00619;200;S010;259.93;5
PO001592;01/04/2024;P00044;75;S048;89.1;14
PO001593;21/03/2024;P00435;50;S008;130.81;13
PO001594;25/05/2024;P00859;10;S008;62.58;2
PO001595;25/08/2024;P00835;75;S043;197.4;3
PO001596;18/02/2024;P00835;100;S028;254.19;5
PO001597;02/12/2024;P00230;75;S028;257.88;8
PO001598;16/10/2024;P00227;200;S008;287.71;3
PO001599;09/06/2024;P00536;150;S029;12.62;12
PO001600;24/01/2024;P00770;200;S008;45.32;9
PO001601;14/10/2024;P00052;10;S002;250.52;11
PO001602;27/05/2024;P00492;50;S048;97.99;14
PO001603;02/08/2024;P00009;50;S029;163.68;4
PO001604;30/08/2024;P00775;100;S029;110.93;5
PO001605;15/09/2024;P00209;50;S048;158.43;14
PO001606;04/10/2024;P00634;150;S029;85.38;3
PO001607;07/01/2024;P00265;50;S002;201.54;12
PO001608;10/04/2024;P00654;25;S008;277.1;14
PO001609;09/06/2024;P00045;50;S034;50.65;12
PO001610;14/01/2024;P00864;25;S016;149.01;12
PO001611;19/09/2024;P00780;25;S029;25.68;10
PO001612;16/05/2024;P00758;25;S008;264.12;4
PO001613;22/11/2024;P00745;10;S046;228.15;14
PO001614;13/06/2024;P00547;100;S028;142.67;4
PO001615;20/01/2024;P00991;50;S008;136.66;4
PO001616;08/07/2024;P00350;10;S002;26.74;12
PO001617;16/07/2024;P00616;50;S029;139.73;2
PO001618;13/07/2024;P00365;200;S008;221.94;14
PO001619;08/10/2024;P00474;75;S029;275.72;4
PO001620;29/10/2024;P00953;500;S010;157.8;10
PO001621;07/07/2024;P00843;75;S031;289.98;12
PO001622;08/04/2024;P00493;300;S012;143.99;10
PO001623;02/01/2024;P00962;25;S039;80.6;4
PO001624;11/12/2024;P00452;50;S012;277.36;10
PO001625;10/03/2024;P00284;100;S002;225.44;9
PO001626;28/10/2024;P00695;500;S002;228.06;13
PO001627;04/11/2024;P00925;150;S012;205.87;14
PO001628;23/05/2024;P00770;75;S048;114.53;8
PO001629;02/07/2024;P00394;10;S002;66.98;8
PO001630;14/05/2024;P00071;50;S010;185.85;12
PO001631;27/09/2024;P00972;10;S008;258.25;8
PO001632;21/03/2024;P00790;50;S008;61.32;14
PO001633;15/12/2024;P00847;50;S042;113.51;12
PO001634;24/11/2024;P00862;50;S028;208.83;13
PO001635;09/02/2024;P00919;150;S008;275.49;10
PO001636;04/02/2024;P00373;25;S029;54.46;6
PO001637;27/02/2024;P00407;50;S029;272.65;4
PO001638;28/05/2024;P00923;50;S010;181.08;5
PO001639;31/12/2024;P00918;50;S029;103.94;11
PO001640;19/12/2024;P00797;50;S028;91.05;3
PO001641;20/12/2024;P00413;25;S008;221.87;2
PO001642;12/03/2024;P00555;300;S008;72.73;2
PO001643;06/11/2024;P00271;50;S043;165.63;9
PO001644;14/04/2024;P00246;25;S031;52.1;7
PO001645;28/03/2024;P00096;75;S028;286.92;6
PO001646;01/01/2024;P00163;25;S048;265.41;8
PO001647;03/08/2024;P00487;25;S028;149.52;10
PO001648;26/05/2024;P00976;50;S029;197.23;9
PO001649;25/07/2024;P00987;25;S028;30.99;9
PO001650;18/01/2024;P00883;100;S029;234.28;14
PO001651;04/06/2024;P00015;150;S028;280.38;10
PO001652;23/10/2024;P00152;50;S028;28.09;4
PO001653;31/10/2024;P00299;100;S029;31.85;13
PO001654;03/06/2024;P00406;50;S029;267.26;8
PO001655;31/05/2024;P00822;25;S028;55.61;13
PO001656;28/08/2024;P00981;50;S010;24.42;6
PO001657;09/08/2024;P00756;75;S026;218.64;6
PO001658;26/03/2024;P00214;10;S029;231.1;9
PO001659;14/01/2024;P00605;100;S010;227.32;14
PO001660;14/02/2024;P00258;100;S037;103.84;6
PO001661;30/07/2024;P00170;200;S028;91.47;5
PO001662;17/07/2024;P00617;25;S010;217.12;11
PO001663;07/08/2024;P00977;10;S028;184.03;11
PO001664;19/12/2024;P00822;10;S028;80.84;10
PO001665;29/12/2024;P00066;300;S046;32.41;6
PO001666;16/01/2024;P00437;150;S009;78.4;7
PO001667;27/04/2024;P00694;150;S002;58.03;2
PO001668;15/11/2024;P00303;75;S010;74.1;4
PO001669;07/03/2024;P00511;75;S028;153.88;14
PO001670;26/10/2024;P00341;50;S048;292.42;2
PO001671;29/01/2024;P00900;150;S029;158.75;12
PO001672;06/10/2024;P00140;150;S029;181.71;14
PO001673;29/06/2024;P00027;50;S008;103.31;9
PO001674;27/01/2024;P00238;50;S029;256.89;3
PO001675;27/12/2024;P00811;100;S008;257.39;12
PO001676;15/03/2024;P00779;10;S008;208.18;2
PO001677;29/07/2024;P00908;200;S008;161.24;3
PO001678;07/06/2024;P00677;50;S013;82.76;7
PO001679;26/02/2024;P00397;50;S028;218.07;10
PO001680;02/09/2024;P00466;100;S046;203.24;8
PO001681;25/01/2024;P00606;100;S008;251.25;5
PO001682;06/10/2024;P00224;50;S029;274.32;5
PO001683;11/10/2024;P00937;300;S007;209.55;9
PO001684;11/06/2024;P00338;500;S002;46.49;6
PO001685;03/09/2024;P00212;75;S046;155.93;14
PO001686;12/02/2024;P00102;75;S048;288.48;6
PO001687;26/03/2024;P00447;75;S028;240.77;3
PO001688;12/12/2024;P00956;75;S028;141.12;14
PO001689;23/07/2024;P00734;300;S029;171.59;5
PO001690;06/11/2024;P00273;25;S024;234.25;13
PO001691;22/03/2024;P00594;25;S046;20.73;14
PO001692;30/11/2024;P00916;300;S008;27.09;10
PO001693;03/08/2024;P00641;25;S002;279.54;11
PO001694;23/05/2024;P00567;100;S013;25.24;14
PO001695;21/02/2024;P00606;25;S029;232.95;11
PO001696;25/05/2024;P00823;300;S033;162.57;2
PO001697;13/05/2024;P00813;150;S028;273.69;3
PO001698;26/08/2024;P00066;200;S007;144.47;2
PO001699;28/12/2024;P00122;300;S012;111.79;9
PO001700;29/05/2024;P01000;10;S028;287.4;9
PO001701;19/09/2024;P00874;50;S028;296.19;5
PO001702;08/01/2024;P00002;100;S008;60.17;11
PO001703;06/09/2024;P00793;150;S020;114.95;6
PO001704;27/09/2024;P00669;25;S028;147.62;13
PO001705;26/06/2024;P00315;200;S029;274.61;7
PO001706;05/02/2024;P00613;25;S006;14.15;2
PO001707;27/05/2024;P00450;200;S008;39.59;13
PO001708;22/02/2024;P00254;75;S028;143.32;6
PO001709;23/02/2024;P00790;75;S002;31.97;11
PO001710;21/07/2024;P00533;50;S028;289.28;4
PO001711;04/04/2024;P00422;25;S008;38.12;4
PO001712;16/01/2024;P00787;50;S028;135.8;8
PO001713;29/08/2024;P00570;50;S046;161.06;13
PO001714;20/07/2024;P00182;75;S008;21.84;4
PO001715;05/01/2024;P00657;100;S048;176.15;6
PO001716;22/02/2024;P00884;50;S008;178.46;8
PO001717;17/08/2024;P00864;50;S028;257.76;4
PO001718;21/03/2024;P00620;200;S029;218.29;5
PO001719;21/07/2024;P00875;150;S049;133.73;8
PO001720;03/04/2024;P00951;10;S008;243.01;8
PO001721;06/04/2024;P00741;150;S007;203.21;7
PO001722;22/08/2024;P00424;500;S008;221.34;10
PO001723;23/02/2024;P00337;300;S028;74.95;10
PO001724;23/12/2024;P00599;150;S028;109.83;2
PO001725;17/03/2024;P00408;100;S029;84.38;12
PO001726;19/10/2024;P00499;50;S029;101.45;10
PO001727;03/02/2024;P00261;100;S028;204.35;13
PO001728;06/06/2024;P00714;100;S048;213.07;4
PO001729;11/04/2024;P00928;50;S029;200.06;5
PO001730;18/05/2024;P00645;50;S008;82.03;13
PO001731;10/10/2024;P00239;50;S002;26.43;9
PO001732;12/08/2024;P00710;100;S029;205.93;10
PO001733;15/02/2024;P00955;50;S002;180.39;14
PO001734;15/01/2024;P00433;75;S033;213.46;7
PO001735;27/07/2024;P00247;200;S008;136.91;10
PO001736;02/01/2024;P00502;50;S046;263.3;4
PO001737;13/12/2024;P00077;300;S008;200.69;6
PO001738;18/04/2024;P00432;75;S028;196.79;13
PO001739;17/09/2024;P00950;25;S002;47.92;8
PO001740;02/09/2024;P00536;10;S028;23.87;12
PO001741;04/07/2024;P00701;50;S008;180.49;3
PO001742;19/07/2024;P00487;50;S029;216.76;7
PO001743;29/03/2024;P00696;150;S028;293.52;14
PO001744;11/12/2024;P00672;100;S002;82.87;2
PO001745;29/07/2024;P00620;200;S040;291.06;4
PO001746;12/11/2024;P00202;75;S048;46.06;13
PO001747;26/09/2024;P00366;50;S046;78.14;8
PO001748;31/05/2024;P00507;50;S046;266.93;10
PO001749;07/02/2024;P00662;75;S046;29.04;11
PO001750;10/06/2024;P00676;100;S001;245.26;14
PO001751;30/11/2024;P00768;50;S018;248.63;7
PO001752;30/08/2024;P00134;300;S048;86.73;8
PO001753;10/07/2024;P00379;100;S028;185.33;3
PO001754;12/01/2024;P00858;150;S012;220.14;4
PO001755;17/10/2024;P00875;100;S012;128.0;4
PO001756;13/04/2024;P00881;50;S028;221.7;5
PO001757;29/10/2024;P00223;100;S046;185.53;4
PO001758;07/05/2024;P00622;25;S029;90.84;5
PO001759;18/01/2024;P00050;75;S046;191.81;4
PO001760;29/08/2024;P00110;50;S028;122.97;8
PO001761;25/01/2024;P00112;25;S012;239.31;7
PO001762;08/02/2024;P00623;50;S029;55.06;2
PO001763;27/09/2024;P00852;50;S029;119.7;7
PO001764;22/12/2024;P00808;25;S028;104.31;5
PO001765;24/11/2024;P00297;150;S010;158.28;7
PO001766;26/10/2024;P00565;75;S028;205.53;13
PO001767;01/10/2024;P00157;50;S028;115.5;13
PO001768;14/02/2024;P00327;75;S041;33.0;8
PO001769;19/12/2024;P00984;150;S002;197.45;6
PO001770;21/09/2024;P00597;10;S008;145.16;4
PO001771;13/01/2024;P00206;75;S008;64.68;4
PO001772;20/03/2024;P00723;75;S029;257.27;8
PO001773;02/11/2024;P00259;200;S028;122.19;3
PO001774;23/02/2024;P00342;75;S029;211.82;3
PO001775;01/08/2024;P00083;25;S045;122.68;14
PO001776;18/06/2024;P00187;50;S029;139.73;3
PO001777;17/05/2024;P00539;100;S028;117.96;11
PO001778;08/03/2024;P00274;10;S029;16.04;10
PO001779;23/10/2024;P00897;200;S008;285.76;11
PO001780;29/08/2024;P00262;10;S010;112.96;3
PO001781;03/11/2024;P00040;10;S029;194.83;12
PO001782;15/03/2024;P00930;10;S008;232.72;8
PO001783;02/08/2024;P00294;100;S050;124.47;8
PO001784;01/03/2024;P00439;75;S028;219.7;4
PO001785;10/02/2024;P00251;25;S028;247.05;11
PO001786;02/06/2024;P00302;200;S012;198.31;5
PO001787;12/03/2024;P00241;25;S029;100.0;7
PO001788;18/02/2024;P00738;50;S029;231.16;14
PO001789;27/06/2024;P00477;25;S008;119.66;8
PO001790;02/06/2024;P00662;300;S028;297.46;4
PO001791;16/07/2024;P00535;150;S028;150.17;8
PO001792;07/10/2024;P00624;100;S028;33.0;8
PO001793;09/01/2024;P00123;10;S028;11.5;8
PO001794;15/03/2024;P00663;75;S041;173.14;2
PO001795;04/10/2024;P00281;75;S005;195.75;14
PO001796;05/11/2024;P00368;50;S010;278.61;13
PO001797;11/06/2024;P00408;50;S008;122.93;3
PO001798;16/04/2024;P00803;200;S002;189.37;5
PO001799;18/08/2024;P00010;10;S014;68.08;9
PO001800;05/07/2024;P00369;100;S028;141.28;4
PO001801;20/06/2024;P00544;50;S029;132.47;14
PO001802;09/06/2024;P00170;100;S029;196.88;4
PO001803;14/07/2024;P00239;25;S048;102.15;13
PO001804;05/07/2024;P00869;25;S032;290.3;13
PO001805;14/11/2024;P00558;75;S029;221.09;6
PO001806;12/12/2024;P00388;500;S014;138.99;13
PO001807;22/11/2024;P00727;500;S028;40.08;3
PO001808;02/02/2024;P00259;25;S048;159.45;10
PO001809;13/08/2024;P00982;25;S029;186.13;3
PO001810;15/02/2024;P00854;75;S002;246.89;14
PO001811;26/07/2024;P00364;50;S028;229.27;12
PO001812;05/01/2024;P00652;150;S029;179.52;13
PO001813;15/06/2024;P00695;75;S046;247.85;9
PO001814;09/03/2024;P00950;75;S048;232.63;5
PO001815;18/10/2024;P00723;100;S008;13.62;7
PO001816;26/05/2024;P00642;25;S008;280.4;10
PO001817;03/09/2024;P00951;100;S012;217.17;10
PO001818;09/06/2024;P00987;75;S046;33.43;7
PO001819;29/10/2024;P00521;150;S028;193.49;3
PO001820;24/11/2024;P00377;25;S008;37.69;6
PO001821;28/07/2024;P00911;50;S033;55.31;14
PO001822;04/07/2024;P00427;300;S012;163.02;12
PO001823;27/02/2024;P00462;75;S016;53.37;12
PO001824;14/12/2024;P00911;300;S008;295.31;10
PO001825;22/08/2024;P00310;100;S002;209.49;5
PO001826;14/12/2024;P00556;300;S002;155.58;12
PO001827;10/04/2024;P00378;50;S048;53.67;8
PO001828;21/11/2024;P00997;10;S028;225.97;2
PO001829;28/11/2024;P00049;150;S012;11.67;5
PO001830;30/07/2024;P00103;150;S029;59.78;3
PO001831;18/05/2024;P00181;100;S008;219.22;7
PO001832;15/01/2024;P00421;75;S046;263.7;8
PO001833;30/08/2024;P00316;200;S028;238.2;6
PO001834;04/03/2024;P00297;25;S028;287.38;14
PO001835;13/09/2024;P00783;100;S029;13.91;4
PO001836;31/05/2024;P00526;10;S028;124.96;4
PO001837;15/11/2024;P00274;25;S028;38.88;4
PO001838;02/04/2024;P00483;50;S028;61.69;9
PO001839;28/09/2024;P00444;150;S002;84.27;4
PO001840;22/03/2024;P00932;100;S046;234.8;5
PO001841;18/04/2024;P00787;500;S008;55.41;4
PO001842;31/07/2024;P00100;10;S028;217.24;10
PO001843;08/04/2024;P00963;50;S005;65.86;11
PO001844;15/06/2024;P00596;25;S008;82.24;13
PO001845;14/10/2024;P00898;10;S010;22.05;10
PO001846;21/12/2024;P00377;50;S028;35.37;14
PO001847;21/02/2024;P00054;25;S029;65.76;4
PO001848;02/02/2024;P00486;50;S044;70.74;8
PO001849;03/08/2024;P00931;25;S042;255.8;14
PO001850;23/11/2024;P00935;75;S048;221.3;5
PO001851;04/08/2024;P00747;300;S029;75.89;10
PO001852;18/01/2024;P00422;100;S008;225.5;7
PO001853;20/11/2024;P00425;150;S012;201.54;6
PO001854;08/03/2024;P00861;150;S019;260.87;4
PO001855;22/04/2024;P00968;50;S008;37.52;9
PO001856;10/01/2024;P00398;100;S031;277.29;12
PO001857;04/03/2024;P00495;150;S029;140.84;3
PO001858;28/09/2024;P00988;25;S029;267.62;3
PO001859;28/09/2024;P00361;200;S029;171.69;14
PO001860;13/06/2024;P00804;75;S010;215.23;6
PO001861;24/12/2024;P00273;10;S029;38.81;12
PO001862;11/10/2024;P00287;100;S029;289.07;12
PO001863;31/10/2024;P00064;100;S029;118.24;6
PO001864;16/12/2024;P00625;75;S008;204.97;13
PO001865;26/02/2024;P00124;25;S048;157.75;12
PO001866;17/01/2024;P00600;75;S048;146.7;3
PO001867;11/04/2024;P00306;50;S048;213.67;5
PO001868;21/04/2024;P00927;500;S002;212.16;5
PO001869;03/04/2024;P00727;150;S028;243.82;13
PO001870;16/03/2024;P00151;150;S002;166.85;7
PO001871;23/06/2024;P00386;25;S012;220.27;2
PO001872;05/10/2024;P00573;50;S029;119.88;8
PO001873;19/04/2024;P00778;50;S032;297.69;7
PO001874;02/03/2024;P00362;75;S046;276.52;10
PO001875;27/05/2024;P00712;10;S008;251.78;7
PO001876;29/07/2024;P00576;75;S008;78.45;3
PO001877;04/04/2024;P00683;50;S008;291.82;12
PO001878;19/03/2024;P00083;75;S029;213.81;4
PO001879;16/11/2024;P00840;10;S018;12.7;14
PO001880;07/09/2024;P00462;50;S008;155.02;10
PO001881;12/01/2024;P00505;150;S046;54.89;9
PO001882;29/12/2024;P00919;75;S028;110.56;8
PO001883;08/09/2024;P00415;150;S028;296.65;4
PO001884;02/07/2024;P00009;100;S048;241.16;6
PO001885;08/02/2024;P00189;200;S012;160.79;11
PO001886;09/07/2024;P00172;10;S029;130.83;13
PO001887;22/08/2024;P00811;50;S028;173.06;7
PO001888;05/11/2024;P00080;75;S033;120.79;3
PO001889;14/11/2024;P00849;300;S048;240.41;12
PO001890;28/03/2024;P00591;100;S046;125.17;3
PO001891;05/02/2024;P00711;75;S012;107.16;14
PO001892;21/03/2024;P00949;25;S029;239.65;9
PO001893;23/08/2024;P00267;75;S028;52.01;14
PO001894;21/06/2024;P00494;50;S008;155.48;6
PO001895;15/09/2024;P00060;150;S029;290.12;12
PO001896;23/05/2024;P00443;50;S029;210.0;11
PO001897;02/10/2024;P00705;50;S008;145.86;2
PO001898;22/08/2024;P00448;10;S035;52.66;14
PO001899;18/02/2024;P00694;10;S028;133.25;5
PO001900;23/03/2024;P00408;50;S028;145.91;13
PO001901;01/06/2024;P00983;50;S010;83.22;4
PO001902;18/04/2024;P00822;75;S008;134.82;8
PO001903;24/07/2024;P00960;100;S008;223.96;10
PO001904;05/12/2024;P00647;10;S016;143.78;2
PO001905;17/03/2024;P00517;75;S017;58.87;6
PO001906;03/04/2024;P00836;200;S029;163.43;14
PO001907;25/06/2024;P00097;75;S029;12.67;10
PO001908;14/07/2024;P00737;75;S029;210.03;4
PO001909;29/04/2024;P00935;75;S028;18.5;8
PO001910;13/10/2024;P00757;50;S002;105.07;3
PO001911;06/11/2024;P00259;25;S015;176.88;9
PO001912;23/02/2024;P00012;25;S049;123.16;2
PO001913;06/05/2024;P00226;25;S046;106.97;7
PO001914;15/04/2024;P00949;150;S029;279.16;13
PO001915;15/09/2024;P00320;50;S045;219.46;4
PO001916;06/11/2024;P00660;300;S046;124.28;14
PO001917;05/07/2024;P00780;150;S036;133.57;5
PO001918;30/06/2024;P00409;100;S029;91.51;2
PO001919;02/03/2024;P00039;100;S008;43.09;2
PO001920;09/08/2024;P00984;10;S046;221.82;11
PO001921;09/11/2024;P00192;75;S010;81.91;3
PO001922;24/07/2024;P00148;300;S008;18.72;2
PO001923;30/12/2024;P00742;10;S029;210.52;11
PO001924;04/07/2024;P00721;50;S012;152.49;11
PO001925;18/12/2024;P00026;10;S008;204.33;14
PO001926;08/07/2024;P00352;75;S046;191.73;7
PO001927;13/10/2024;P00591;25;S029;57.41;7
PO001928;24/09/2024;P00823;75;S046;200.94;13
PO001929;29/04/2024;P00530;100;S040;255.05;3
PO001930;10/03/2024;P00277;25;S010;54.26;7
PO001931;13/03/2024;P00915;150;S029;206.27;5
PO001932;25/09/2024;P00446;10;S008;185.49;7
PO001933;19/05/2024;P00420;25;S048;17.38;6
PO001934;04/01/2024;P00937;50;S008;177.03;11
PO001935;16/08/2024;P00099;150;S030;186.55;3
PO001936;17/06/2024;P00668;200;S048;249.57;7
PO001937;24/01/2024;P00928;25;S029;234.88;2
PO001938;19/04/2024;P00483;10;S029;72.95;9
PO001939;20/06/2024;P00067;150;S034;214.01;7
PO001940;22/03/2024;P00225;100;S034;22.34;2
PO001941;14/09/2024;P00381;25;S029;135.06;5
PO001942;27/04/2024;P00538;75;S042;107.01;5
PO001943;29/08/2024;P00896;200;S028;276.26;8
PO001944;01/10/2024;P00903;10;S008;178.47;2
PO001945;05/03/2024;P00780;10;S028;252.24;3
PO001946;02/12/2024;P00437;50;S028;196.17;3
PO001947;21/02/2024;P00374;100;S008;247.4;7
PO001948;18/11/2024;P00221;25;S002;296.95;14
PO001949;02/06/2024;P00207;150;S028;24.89;6
PO001950;22/08/2024;P00465;150;S008;247.4;2
PO001951;17/05/2024;P00171;75;S008;218.41;5
PO001952;01/09/2024;P00492;25;S028;32.2;6
PO001953;09/09/2024;P00828;500;S046;116.53;7
PO001954;03/03/2024;P00341;75;S011;176.28;3
PO001955;10/09/2024;P00677;75;S008;266.28;3
PO001956;31/05/2024;P00608;500;S029;82.87;9
PO001957;05/02/2024;P00456;200;S008;26.27;12
PO001958;17/01/2024;P00037;75;S029;23.61;6
PO001959;06/02/2024;P00202;50;S008;130.2;12
PO001960;23/10/2024;P00628;10;S033;254.93;12
PO001961;02/12/2024;P00575;300;S001;286.24;9
PO001962;18/08/2024;P00004;150;S028;139.89;9
PO001963;29/04/2024;P00812;50;S029;143.87;6
PO001964;17/10/2024;P00318;150;S028;257.43;7
PO001965;20/07/2024;P00569;150;S008;236.68;2
PO001966;27/12/2024;P00290;25;S026;175.55;14
PO001967;03/10/2024;P00594;100;S029;78.8;14
PO001968;10/05/2024;P00454;50;S033;252.89;6
PO001969;31/10/2024;P00275;150;S008;176.66;9
PO001970;11/12/2024;P00580;25;S002;188.87;13
PO001971;24/05/2024;P00307;100;S047;201.6;9
PO001972;23/09/2024;P00943;50;S029;100.69;6
PO001973;20/11/2024;P00497;10;S010;239.45;8
PO001974;12/02/2024;P00575;25;S008;287.56;6
PO001975;06/06/2024;P00956;100;S029;282.89;3
PO001976;03/10/2024;P00056;25;S023;109.34;3
PO001977;13/01/2024;P00626;100;S008;75.44;5
PO001978;26/08/2024;P00660;50;S028;256.24;5
PO001979;03/01/2024;P00634;100;S048;257.03;10
PO001980;22/06/2024;P00821;75;S028;125.14;8
PO001981;27/05/2024;P00962;50;S008;222.2;4
PO001982;01/04/2024;P00089;25;S014;261.56;9
PO001983;07/03/2024;P00935;50;S007;237.85;13
PO001984;20/02/2024;P00604;100;S029;149.27;14
PO001985;06/05/2024;P00290;100;S028;148.46;12
PO001986;24/01/2024;P00824;25;S010;57.91;9
PO001987;24/04/2024;P00695;100;S028;108.92;5
PO001988;05/06/2024;P00603;25;S008;17.39;13
PO001989;17/07/2024;P00017;25;S002;26.35;3
PO001990;30/04/2024;P00969;75;S028;280.61;3
PO001991;21/02/2024;P00351;50;S028;75.66;14
PO001992;23/08/2024;P00391;100;S048;229.91;9
PO001993;18/01/2024;P00865;300;S048;145.4;13
PO001994;06/10/2024;P00746;25;S028;181.92;10
PO001995;03/11/2024;P00285;75;S005;144.24;12
PO001996;09/05/2024;P00416;300;S025;245.94;2
PO001997;09/06/2024;P00196;25;S029;182.22;6
PO001998;27/08/2024;P00929;50;S028;129.67;3
PO001999;15/05/2024;P00803;25;S006;288.36;3
PO002000;16/04/2024;P00156;100;S002;57.82;8
PO002001;04/10/2024;P00997;100;S028;74.95;10
PO002002;26/12/2024;P00214;100;S006;15.4;8
PO002003;06/10/2024;P00357;75;S048;156.6;10
PO002004;08/06/2024;P00650;100;S029;101.41;5
PO002005;26/01/2024;P00984;10;S009;255.15;5
PO002006;02/04/2024;P00173;300;S029;97.43;6
PO002007;19/02/2024;P00969;25;S029;265.33;13
PO002008;16/03/2024;P00872;25;S028;103.82;10
PO002009;24/12/2024;P00684;300;S002;95.4;5
PO002010;28/10/2024;P00895;150;S010;273.32;3
PO002011;27/06/2024;P00889;150;S002;163.29;2
PO002012;02/11/2024;P00109;25;S008;147.22;7
PO002013;11/03/2024;P00856;150;S003;184.26;8
PO002014;16/06/2024;P00512;100;S029;140.23;10
PO002015;17/02/2024;P00124;100;S029;213.44;7
PO002016;16/11/2024;P00899;500;S048;112.72;2
PO002017;05/03/2024;P00590;25;S002;103.7;13
PO002018;28/12/2024;P00449;75;S012;244.56;2
PO002019;29/06/2024;P00753;150;S008;254.56;7
PO002020;05/08/2024;P00477;50;S029;64.92;8
PO002021;19/01/2024;P00741;10;S008;146.52;8
PO002022;18/11/2024;P00526;25;S029;81.78;10
PO002023;17/11/2024;P00891;100;S029;166.25;12
PO002024;29/10/2024;P00104;50;S008;119.48;10
PO002025;29/12/2024;P00451;25;S028;259.23;12
PO002026;28/12/2024;P00090;50;S008;186.27;12
PO002027;23/12/2024;P00387;25;S010;13.28;12
PO002028;12/12/2024;P00702;10;S028;254.59;5
PO002029;11/01/2024;P00381;25;S029;291.37;5
PO002030;09/02/2024;P00605;200;S028;197.24;13
PO002031;14/09/2024;P00249;10;S008;284.43;3
